faq_id,问题,答案,关联条款编号,关联共识编号,review_id,沉积来源,命中关键词,tags,状态,备注,更新时间
FAQ-0059,虫害管理相关共识,"1.发现虫害尸体（可见图1） a:器具上扣5分交叉 b:冰块、食品中扣15分虫害 c:其他地方扣1分清洁卫生 2.发现蟑螂活体： 在门店发现蟑螂活体即扣15分，特殊情况如下： a.虫害公司 上门服务的7天内，提醒不扣分 ,（蟑螂有应激反应） b.虫害公司 上门服务的7天内，若蟑螂出现在食品内或冰块内 ，-15分 （关于虫害扣分，若门店在巡检前有上报消杀，均不扣分）",,CS-0173,,迁移自规则表,虫害管理相关共识|a:器具上扣5分交叉|b:冰块|食品中扣15分虫害|2.发现蟑螂活体|特殊情况如下,consensus-link|migrated-from-rules|category-虫害与消杀问题,启用,迁移自规则表 R-0105；原条款编号=309；分类=虫害与消杀问题,2026-04-22 11:57:12
FAQ-0060,门店预称量准备使用的物料,实地发现门店奶C粉提前称取好用于泡制奶茶，未张贴风味贴，需要验证核实是否是用于奶茶操作，可现场复称奶C数据是否正确， 数据正确可不进行扣分 同理可类比其他待使用的物料,,CS-0174,,迁移自规则表,门店预称量准备使用的物料|未张贴风味贴|数据正确可不进行扣分,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0106；原条款编号=None；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0061,后厨设备维护相关共识,"1.关于制冰机扣分尺度： a.月度维养门店均不扣 （且不用拆制冰区） b.非月度维养门店： 公司设备原因提醒不扣 ，例如：制冰板脱镍、水泵脱漆/有水垢、内部零件生锈等； 非公司设备原因扣分 ，例如清洁不良导致的积垢、发霉，异物、虫害等非设备本身原因的问题； c.关于冰块克重： 克重均值需在7.5-8.5g之间，可测量3次，3次中有1次合格即可(随机尽量选顶部厚的冰块； 如果反馈说是制冰机问题，无法达到克重已报修的，属实可不扣分，正常记录已报修落点； 2.关于净水器扣分尺度： a.新款净水器 :粗滤颜色不再稽核，只稽核效期； b.旧款净水器:门店双PP棉的， 只需查看第二根PP棉的颜色即可 ; 只有粗滤无精滤，需扣分 。 无精滤属于自来水直供，需加装精滤，同时让门店联系设备检测是否需要更换超滤滤芯 3.关于泡茶机扣分尺度： 沥水板、出水口 营运中的污渍不进行扣分 ，提醒门店立即清洁； 4.关于电磁炉扣分尺度： 下方有挡板的，通风处积灰不扣分; (图1） 5.关于冷冻柜扣分尺度： a.结霜扣分标准：其中 一面结霜均超过1cm； （图2） b. 密封条破损，如未订购新 的 ,扣分；",,CS-0175,,迁移自规则表,后厨设备维护相关共识|1.关于制冰机扣分尺度|a.月度维养门店均不扣|且不用拆制冰区|b.非月度维养门店|公司设备原因提醒不扣,consensus-link|migrated-from-rules|category-虫害与消杀问题,启用,迁移自规则表 R-0107；原条款编号=46；分类=虫害与消杀问题,2026-04-22 11:57:12
FAQ-0062,未开封的仙草汁可冷藏储存,未开封的仙草汁可冷藏储存,,CS-0181,,迁移自规则表,未开封的仙草汁可冷藏储存,consensus-link|migrated-from-rules|category-储存与离地问题,启用,迁移自规则表 R-0108；原条款编号=None；分类=储存与离地问题,2026-04-22 11:57:12
FAQ-0063,25款抹茶液应闷盖,25年最新的抹茶液配方要求：冷藏闷盖（与去年不同），故门店无论是放在量桶中（备用）、挤压瓶中均需要冷藏闷盖储存，包保鲜膜也属于闷盖的一种处理方式 挤压瓶的部分黑色盖子可能会出现回弹的情况（可能是品质问题，可能是气压问题）： 故挤压瓶（ 黑色盖子完好无损的情况下 ）未盖好，不做扣分，及时提醒门店重新盖好即可（图1） 但挤压瓶（ 黑色盖子已破损断裂丢失 ），门店已无法完成闷盖操作，则正常记录储存扣分（图2）,,CS-0182,,迁移自规则表,25款抹茶液应闷盖|可能是气压问题|故挤压瓶|黑色盖子完好无损的情况下|未盖好|不做扣分,consensus-link|migrated-from-rules|category-外购与非认可物料/器具,启用,迁移自规则表 R-0109；原条款编号=37；分类=外购与非认可物料/器具,2026-04-22 11:57:12
FAQ-0064,储存中的黑糖珍珠换水稽核,只要在 【黑糖珍珠赏味期】 内门店有更换一次就不扣分,,CS-0185,,迁移自规则表,储存中的黑糖珍珠换水稽核|只要在|【黑糖珍珠赏味期】|内门店有更换一次就不扣分,consensus-link|migrated-from-rules|category-储存与离地问题,启用,迁移自规则表 R-0110；原条款编号=None；分类=储存与离地问题,2026-04-22 11:57:12
FAQ-0065,赤砂糖风味贴错误扣分情形,非以下情形均进行扣分 1. 保留完整原包装（实物或照片） 2. 手写到期时间 3. 手写生产时间及保质期 4. 手写生产时间、保质期及到期时间,,CS-0186,,迁移自规则表,赤砂糖风味贴错误扣分情形|非以下情形均进行扣分|手写到期时间|手写生产时间及保质期|手写生产时间|保质期及到期时间,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0111；原条款编号=None；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0066,一次性包材使用扣分尺度,一。以下均为 第一次 使用该包材用于储存 ①用于临时周转使用，提醒不扣 判定标准：物料本身的赏味期在当天营运期或打烊前须过期废弃的 例如：奶盖碗里储存香水柠檬片、注塑杯内储存芋泥等 ②用于长期储存物料，正常扣分 判定标准： 物料本身的赏味期可过夜且至少可延长至第二天仍可继续使用的 例如：奶盖碗里储存酷脆（开封） 酷脆（开封）赏味期 14天 ③24小时门店赏味期在1天以内的均判定为临时周转 二。若该一次性包材已明确被 重复 使用，例如用 牛奶瓶装茶汤 等，正常扣一次性包材重复使用 三。若门店用 公司打包袋等非食品级的储存容器/包装 存放食材，扣储存,,CS-0189,,迁移自规则表,一次性包材使用扣分尺度|以下均为|第一次|使用该包材用于储存|①用于临时周转使用|提醒不扣,consensus-link|migrated-from-rules|category-外购与非认可物料/器具,启用,迁移自规则表 R-0112；原条款编号=None；分类=外购与非认可物料/器具,2026-04-22 11:57:12
FAQ-0067,交叉污染中的水果、蔬菜及肉类的扣分尺度,区分是否扣交叉污染的前提是确认 是否有生熟交叉的情况或风险产生 例如： 已经清洗好 的苹果放置在操作台或冷藏冰箱内，扣行为规范 未清洗的 扣交叉污染，同理可类比蔬菜 肉类 无论生肉熟肉，均为交叉污染 以上情况与存储的容器无关联，若未清洗的苹果存放在袋中或箱子内，且放置在操作台/冷藏冷冻/货架等、仍扣交叉污染 生： 需要门店进行煮制等热加工后才能调饮出售的食品原料（如未经煮制的珍珠、青团等）以及未清洗的原果 熟 （包括即食食品）：成品珍珠、青团等煮制品，清洗后的水果以及不经过煮制等热加工即可食用的冷冻果浆等,,CS-0190,,迁移自规则表,交叉污染中的水果|蔬菜及肉类的扣分尺度|例如|已经清洗好|扣行为规范|未清洗的,consensus-link|migrated-from-rules|category-交叉污染问题,启用,迁移自规则表 R-0113；原条款编号=None；分类=交叉污染问题,2026-04-22 11:57:12
FAQ-0068,原物料破损共识,门店伙伴对于 物料本身 有明确加工处理动作后 （日常理货、直接平冷解冻除外） ，若门店未在稽核前识别物料有破损，进行扣分 例如： ① 已水浴解冻结束转移至平冷内继续解冻 的 解冻品，若出现破损，进行扣分 （ 水浴为加工处理手段 ） ②直接在平冷内解冻的榴莲果泥/草莓果泥出现破损，不扣分 ③冷冻冰箱内生椰乳 / 储物柜内西米出现破损，不扣分,,CS-0191,,迁移自规则表,原物料破损共识|门店伙伴对于|物料本身|有明确加工处理动作后|日常理货|直接平冷解冻除外,consensus-link|migrated-from-rules|category-储存与离地问题,启用,迁移自规则表 R-0114；原条款编号=None；分类=储存与离地问题,2026-04-22 11:57:12
FAQ-0069,包材过期扣分尺度,包材耗材 满足以下三个先决条件 （①同一批次②配套的③来货时同一箱） ，发现过期仅扣一次（例如配套的宝宝碗盖和宝宝碗）,,CS-0194,,迁移自规则表,包材过期扣分尺度|包材耗材|满足以下三个先决条件,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0115；原条款编号=43；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0070,门店设施器具破损稽核尺度,标准范围： 门店所有的设施器具，包括但不限于：量筒，亚克力碗，门店桌子，凳子等 稽核尺度： 超过1元硬币直径/面积的需要扣分，不足的提醒不扣分 门店可见范围内设施损坏尺度： 门店未报修：门店现场报修，提醒不扣分，报告中记录【下次巡店仍未维修，正常扣分（可维修）】 门店已经报修：不扣分，报告中记录【下次巡店仍未维修，正常扣分（可维修）】,,CS-0195,,迁移自规则表,门店设施器具破损稽核尺度|标准范围|门店所有的设施器具|包括但不限于：量筒|亚克力碗|门店桌子,consensus-link|migrated-from-rules|category-证照/记录/人员规范,启用,迁移自规则表 R-0116；原条款编号=None；分类=证照/记录/人员规范,2026-04-22 11:57:12
FAQ-0071,关于门店空闲状态定义,门店空闲： 当前门店无饮品制作 ，正常扣分,,CS-0196,,迁移自规则表,关于门店空闲状态定义|门店空闲|当前门店无饮品制作|正常扣分,consensus-link|migrated-from-rules|category-其他特殊判定,启用,迁移自规则表 R-0117；原条款编号=28；分类=其他特殊判定,2026-04-22 11:57:12
FAQ-0072,店内吃饭尺度,门店店员穿着工服在店内吃饭 1.在顾客 可视生产区内吃东西 （吧台/调饮区），正常扣分 2.在顾客可视区内但 没有穿工服 （如：客席区等），提醒不扣分,,CS-0197,,迁移自规则表,店内吃饭尺度|1.在顾客|可视生产区内吃东西|吧台/调饮区|正常扣分|2.在顾客可视区内但,consensus-link|migrated-from-rules|category-其他特殊判定,启用,迁移自规则表 R-0118；原条款编号=333；分类=其他特殊判定,2026-04-22 11:57:12
FAQ-0073,门店K项环境卫生共识,关于顾客可视区域内堆放物料尺度 门店店内环境过小，可放置货架在吧台侧边的通道处放置包材物料 门店过小（ 实际判断店内无法存放的 ），无法存放清洁工具等器具，只要不放门店正前方即可（侧面或者后门均可） 关于门店设施破损扣分尺度 针对门店的设施如：桌子，地面，墙面等（不含公司装修可维护的） 破损扣分程度：需要超过一个硬币大小才扣分，不足的在报告中提醒就好,,CS-0198,,迁移自规则表,门店K项环境卫生共识|门店店内环境过小|门店过小|实际判断店内无法存放的|无法存放清洁工具等器具|关于门店设施破损扣分尺度,consensus-link|migrated-from-rules|category-设备器具清洁/霉变/积垢,启用,迁移自规则表 R-0119；原条款编号=None；分类=设备器具清洁/霉变/积垢,2026-04-22 11:57:12
FAQ-0074,调饮区常温物料储存尺度,常温物料 ：珍珠、西米等半成品 系统内 ： 低峰期 未盖盖储存在操作台（常温物料）-未盖盖储存在操作台（常温物料） 修改内容 ：删除了低峰期 内部共识 ：低峰期为内部扣分尺度，对外任何时候物料均需盖盖储存 低峰期 ：无饮品操作 高峰期 ：饮品超过3杯（包括小票机）,,CS-0199,,迁移自规则表,调饮区常温物料储存尺度|常温物料|珍珠|西米等半成品|系统内|低峰期,consensus-link|migrated-from-rules|category-储存与离地问题,启用,迁移自规则表 R-0120；原条款编号=37；分类=储存与离地问题,2026-04-22 11:57:12
FAQ-0075,门店员工须遵守在店着装及行为要求共识,1.关于工服稽核标准共识 以下情况不扣分： 一、因公司原因断货没穿工服 二、全店 统一穿 公司文化衫 三、店员在店内没穿工服，但是没有进行操作 四、非门店人员进行操作、老板临时帮忙（例如督导、公司维修等） 2.关于口罩佩戴共识： 口罩未佩戴好（未遮住口鼻等），提醒； 3.关于鞋子共识： 所有鞋都不扣分 ，非仪容仪表图内要求的鞋子种类均提醒；（图1） 4.关于头发、指甲共识： 男生头发盖颈、女生碎发露出不扣分； 从前往后看看不到指甲不扣分 5.关于冰袖共识： 冰丝冰袖缩短使用或裁剪使用，不扣分； 6.关于双眼皮贴、痘痘贴等共识： 门店伙伴有贴双眼皮贴、痘痘贴要扣分； 7.关于项链共识：项链坠子是否外露为判断标准 a.项链坠子在衣服外，需扣分； b.项链坠子在衣服内，只能看到项链链条，提醒； 8.关于吧台发现玩手机共识： a.若核实是 私人手机，需扣分 ； b.若核实为 门店手机，不扣分； 9.关于私人物品存放共识： 私人物品（如可乐等） 张贴禁用标志放在操作区 ，扣行为规范； 10.关于工服穿戴 冬季外套搭配夏季围裙，扣分 11.员工休息时，除了抽烟扣分，其余行为不扣分,,CS-0200,,迁移自规则表,1.关于工服稽核标准共识|以下情况不扣分|因公司原因断货没穿工服|全店|统一穿|公司文化衫,consensus-link|migrated-from-rules|category-证照/记录/人员规范,启用,迁移自规则表 R-0121；原条款编号=12；分类=证照/记录/人员规范,2026-04-22 11:57:12
FAQ-0076,关于毛巾共识问题更新,除棕色毛巾外其他毛巾之间无论是否混放/接触均不扣分（图1） 绿色/蓝色/棕色 毛巾和食品操作器具悬挂在一起， 无接触 扣清洁工具定位， 有接触 扣交叉污染（图2图3） 特殊： 绿色毛巾，门店反馈为专用清洁食品器具内部或者消毒后并未使用悬挂在此，不扣分 棕色毛巾放置在操作台上或使用在不可使用区域（区域范围详见古茗学院），扣交叉污染 白色毛巾用于其他地方均扣交叉，其他毛巾代替白色毛巾扣交叉污染 棕色毛巾 与其他毛巾悬挂在一起，未接触提醒不扣，接触扣定位（图4） 清洁工具和食品器具接触是否扣分，需要根据现场情况进行判断是否可能产生交叉污染的风险，并非一刀切 举例： 图5：粘板下垫毛巾，实际为非食品接触面接触，风险较低，不扣 图6：无脚滤盆下垫毛巾，滤盆冲洗煮制品时，污染源会随孔洞污染食品，故扣交叉；反之有脚滤盆下垫毛巾，实际无食品接触可能，不扣。,,CS-0201,,迁移自规则表,关于毛巾共识问题更新|绿色/蓝色/棕色|无接触|扣清洁工具定位|有接触|扣交叉污染（图2图3,consensus-link|migrated-from-rules|category-交叉污染问题,启用,迁移自规则表 R-0122；原条款编号=34；分类=交叉污染问题,2026-04-22 11:57:12
FAQ-0077,盐效期共识,盐的效期切换导致门店存在2种效期， 实地稽核时发现门店未留原包装，提醒门店重新打印180天的效期即可 ， 暂不做扣分 ，具体扣分时间等通知,,CS-0206,,迁移自规则表,盐效期共识|暂不做扣分|具体扣分时间等通知,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0123；原条款编号=None；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0078,关于700ml摇杯稽核,因为仓库700ml的摇杯断货，因此门店使用500ml摇杯操作不扣分（ 本共识有效期为5月）,,CS-0207,,迁移自规则表,关于700ml摇杯稽核|本共识有效期为5月,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0124；原条款编号=None；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0079,器具维护类相关共识,1.因公司提供器具本身问题， 按扣罐盖子隔层内部 的 清洁发霉 问题不作为稽核点， 提醒 ；（图1） 2.门店将开裂破损的量桶用于盛装工器具 ，若 张贴标识（如【禁止使用】或【装器具】等明确说明/区分用途的标识），提醒不扣分 ;若无任何标识，正常记录扣分； 3.关于器具破损，如 不影响食品安全及功能性 不进行扣分 提醒即可 ； 4. 公司老款密封夹生锈提醒不扣分 ，参考（图2）； 5.门店奶露 滤网中空缝隙处积垢 比较严重，因无法进行拆卸，没法进行清洁， 提醒 ； 6.公司 器具涂层脱落，提醒更换 ； 7.目前由于所有型号的摇杯都可能涉及到柠檬的捶打，故关于 摇杯的底部破损暂不作为扣分点 ，提醒门店及时更换； 8.针对 所有器具破损 扣分程度：需要 超过一个硬币大小才扣分 ，不足的在报告中提醒就好； 9. 明显闲置的设备器具 （例如操作台上已积灰的量桶等） 出现破损积垢等问题点不作扣分 ，发霉、虫鼠害（活体或尸体）除外; a. 霉菌有扩散性 会直接或间接污染生产环境内的物料（例如明显 闲置的器具在冷藏冰箱内环境中扣15分，货架上的扣5分 ） b. 虫鼠害活体/尸体均会携带病毒微生物等污染物 ，同时尸体腐烂后会产生一定异味污染环境；,,CS-0209,,迁移自规则表,器具维护类相关共识|按扣罐盖子隔层内部|清洁发霉|问题不作为稽核点|提醒|图1,consensus-link|migrated-from-rules|category-设备器具清洁/霉变/积垢,启用,迁移自规则表 R-0125；原条款编号=84；分类=设备器具清洁/霉变/积垢,2026-04-22 11:57:12
FAQ-0080,陈列尺度补充,门店出现抓娃娃机不稽核，包括内部的东西,,CS-0210,,迁移自规则表,陈列尺度补充|门店出现抓娃娃机不稽核|包括内部的东西,consensus-link|migrated-from-rules|category-其他特殊判定,启用,迁移自规则表 R-0126；原条款编号=None；分类=其他特殊判定,2026-04-22 11:57:12
FAQ-0081,香蕉牛乳、雀巢淡奶油储存尺度,香蕉牛乳、雀巢淡奶油未使用保鲜膜密封，不扣分（见图1） 如果门店剪口后，口是敞开的提醒门店盖上保鲜膜,,CS-0211,,迁移自规则表,香蕉牛乳|雀巢淡奶油储存尺度|不扣分（见图1|如果门店剪口后,consensus-link|migrated-from-rules|category-储存与离地问题,启用,迁移自规则表 R-0127；原条款编号=None；分类=储存与离地问题,2026-04-22 11:57:12
FAQ-0082,食品操作容器使用共识,关于【食品操作容器用作清洁容器】扣分尺度 一、食品操作容器 泡器具 无论是去渍还是消毒；若有标识，提醒，若无标识，扣分 二、食品操作容器 泡毛巾 不管是去渍还是消毒：均扣分,,CS-0212,,迁移自规则表,食品操作容器使用共识|食品操作容器|泡器具|无论是去渍还是消毒|若有标识|提醒,consensus-link|migrated-from-rules|category-外购与非认可物料/器具,启用,迁移自规则表 R-0128；原条款编号=34；分类=外购与非认可物料/器具,2026-04-22 11:57:12
FAQ-0083,关于抹茶液稽核尺度,抹茶液在 1小时 内有摇匀动作不扣分，但使用前未摇匀落饮品观察点,,CS-0213,,迁移自规则表,关于抹茶液稽核尺度|抹茶液在|1小时|内有摇匀动作不扣分,consensus-link|migrated-from-rules|category-其他特殊判定,启用,迁移自规则表 R-0129；原条款编号=None；分类=其他特殊判定,2026-04-22 11:57:12
FAQ-0084,木制食品器具共识,若门店出现木制食品器具（如木制刀柄等）， 若没有发霉，提醒不扣分 ； 若刀柄这类不与食品直接接触的木制器具发霉，扣5分器具外表面发霉,,CS-0214,,迁移自规则表,木制食品器具共识|若没有发霉|提醒不扣分|扣5分器具外表面发霉,consensus-link|migrated-from-rules|category-设备器具清洁/霉变/积垢,启用,迁移自规则表 R-0130；原条款编号=None；分类=设备器具清洁/霉变/积垢,2026-04-22 11:57:12
FAQ-0085,草莓摘叶子后需打去蒂效期,一、草莓摘叶子后（无论是否清洗过），由于过程中无法判断是否损伤果肉，因此需打去蒂效期； 1、未清洗的草莓摘叶子，若未打效期，扣无效期 2、清洗后的草莓摘叶子，若打印清洗效期，扣效期错误 二、现场发现草莓摘叶子后未去蒂的状态（见图1） 1、若门店反馈直接称量进行饮品制作，扣5分水果操作 2、若门店反馈会先去蒂再进行饮品制作，提醒不扣分,,CS-0215,,迁移自规则表,草莓摘叶子后需打去蒂效期|因此需打去蒂效期|未清洗的草莓摘叶子|若未打效期|扣无效期|清洗后的草莓摘叶子,consensus-link|migrated-from-rules|category-物料效期问题,启用,迁移自规则表 R-0131；原条款编号=None；分类=物料效期问题,2026-04-22 11:57:12
FAQ-0086,冷藏/冷冻柜出风口发霉不扣分,冷藏/冷冻柜出风口发霉，由于门店不易清洁/无法清洁，且暂未给出指引，因此提醒不扣分（可见图片案例）,,CS-0216,,迁移自规则表,冷藏/冷冻柜出风口发霉|且暂未给出指引,consensus-link|migrated-from-rules|category-设备器具清洁/霉变/积垢,启用,迁移自规则表 R-0132；原条款编号=None；分类=设备器具清洁/霉变/积垢,2026-04-22 11:57:12
FAQ-0087,训练店学员行为不扣分,训练店由带训中学员产生的操作问题均提醒不扣分，由学员产生的其他问题正常扣分,,CS-0217,,迁移自规则表,训练店学员行为不扣分,consensus-link|migrated-from-rules|category-其他特殊判定,启用,迁移自规则表 R-0133；原条款编号=None；分类=其他特殊判定,2026-04-22 11:57:12
